SystemCodeNumber,timestamp,Occupancy,Capacity,occupancy_rate,hour,day_of_week,is_weekend,is_peak_hour,location_type,weather_impact,event_multiplier,price_linear,price_demand,price_time_aware,price_ml_predictive,price_competitive_enhanced,price_multi_objective
BHMBCCTHL01,2016-11-18 08:27:00,154,387,0.3979328165374677,8,4,0,1,city_center,1.0,1.0,10.12,11.65,14.03,11.7,9.82,11.07
BHMBCCTHL01,2016-11-18 09:27:00,221,387,0.5710594315245479,9,4,0,1,city_center,1.2,1.0,10.17,12.6,18.14,12.54,10.18,11.63
BHMBCCTHL01,2016-11-18 10:01:00,250,387,0.6459948320413437,10,4,0,1,city_center,1.2,1.0,10.19,12.83,18.86,12.8,10.35,11.87
BHMBCCTHL01,2016-11-18 10:27:00,269,387,0.6950904392764858,10,4,0,1,city_center,1.0,1.0,10.21,12.98,16.14,12.97,10.47,12.02
BHMBCCTHL01,2016-11-18 11:01:00,297,387,0.7674418604651163,11,4,0,1,city_center,1.0,1.5,10.23,,25.24,13.37,10.64,13.46
BHMBCCTHL01,2016-11-18 11:34:00,320,387,0.8268733850129198,11,4,0,1,city_center,1.0,1.0,10.25,,17.44,13.3,10.76,14.25
BHMBCCTHL01,2016-11-18 12:01:00,342,387,0.8837209302325582,12,4,0,1,city_center,1.2,1.0,10.27,13.77,21.69,13.82,10.89,14.43
BHMBCCTHL01,2016-11-18 12:27:00,391,387,1.0103359173126616,12,4,0,1,city_center,1.0,1.0,10.3,14.44,19.64,14.33,11.13,14.83
BHMBCCTHL01,2016-11-18 13:01:00,383,387,0.9896640826873385,13,4,0,1,city_center,1.0,1.5,10.3,13.64,29.05,13.77,11.09,14.77
BHMBCCTHL01,2016-11-18 13:34:00,396,387,1.0232558139534884,13,4,0,1,city_center,1.0,1.0,10.31,14.28,19.81,14.1,11.17,14.87
BHMBCCTHL01,2016-11-18 14:01:00,386,387,0.9974160206718347,14,4,0,1,city_center,1.0,1.0,10.3,,19.47,13.7,11.12,14.79
BHMBCCTHL01,2016-11-18 14:28:00,383,387,0.9896640826873385,14,4,0,1,city_center,0.8,1.0,10.3,,15.49,13.84,11.09,14.77
BHMBCCTHL01,2016-11-18 15:01:00,379,387,0.979328165374677,15,4,0,0,city_center,1.0,1.0,10.29,,14.8,13.62,11.06,14.73
BHMBCCTHL01,2016-11-18 15:28:00,361,387,0.9328165374677002,15,4,0,0,city_center,1.0,1.0,10.28,13.53,14.35,13.55,10.96,14.59
BHMBCCTHL01,2016-11-18 16:01:00,348,387,0.8992248062015504,16,4,0,0,city_center,1.0,2.0,10.27,13.16,28.09,13.59,10.88,14.48
BHMBCCTHL01,2016-11-18 16:28:00,343,387,0.8863049095607235,16,4,0,0,city_center,0.8,1.5,10.27,13.38,16.71,13.33,10.85,14.44
BHMBCCTHL01,2016-11-19 07:57:00,107,387,0.27648578811369506,7,5,1,0,city_center,1.0,1.0,10.08,,8.31,11.44,9.57,9.48
BHMBCCTHL01,2016-11-19 08:31:00,121,387,0.31266149870801035,8,5,1,1,city_center,1.0,1.0,10.09,11.59,10.91,11.63,9.64,10.8
BHMBCCTHL01,2016-11-19 08:57:00,152,387,0.39276485788113696,8,5,1,1,city_center,1.0,2.0,10.12,11.64,22.4,11.65,9.81,11.06
BHMBCCTHL01,2016-11-19 09:31:00,200,387,0.5167958656330749,9,5,1,1,city_center,0.8,1.0,10.16,12.23,9.43,12.22,10.08,11.45
BHMBCCTHL01,2016-11-19 10:04:00,257,387,0.6640826873385013,10,5,1,1,city_center,1.0,1.0,10.2,12.89,12.69,12.86,10.41,11.93
BHMBCCTHL01,2016-11-19 10:31:00,290,387,0.7493540051679587,10,5,1,1,city_center,1.0,1.0,10.22,,13.32,13.33,10.6,13.4
BHMBCCTHL01,2016-11-19 10:58:00,331,387,0.8552971576227391,10,5,1,1,city_center,1.0,1.0,10.26,13.08,14.2,13.59,10.84,14.34
BHMBCCTHL01,2016-11-19 11:31:00,379,387,0.979328165374677,11,5,1,1,city_center,1.0,1.0,10.29,,15.39,13.8,11.11,14.73
BHMBCCTHL01,2016-11-19 12:04:00,402,387,1.0387596899224807,12,5,1,1,city_center,1.0,1.5,10.31,14.79,24.02,14.41,11.24,14.92
BHMBCCTHL01,2016-11-19 12:31:00,402,387,1.0387596899224807,12,5,1,1,city_center,1.2,1.0,10.31,14.26,19.21,14.33,11.28,14.92
BHMBCCTHL01,2016-11-19 13:04:00,399,387,1.0310077519379846,13,5,1,1,city_center,1.0,1.0,10.31,13.77,15.93,13.88,11.29,14.9
BHMBCCTHL01,2016-11-19 13:31:00,402,387,1.0387596899224807,13,5,1,1,city_center,1.2,1.0,10.31,14.06,19.21,14.08,11.32,14.92
BHMBCCTHL01,2016-11-19 14:04:00,402,387,1.0387596899224807,14,5,1,1,city_center,1.0,1.0,10.31,,16.01,13.89,11.37,14.92
BHMBCCTHL01,2016-11-19 14:31:00,399,387,1.0310077519379846,14,5,1,1,city_center,0.8,1.0,10.31,,12.74,13.86,11.34,14.9
BHMBCCTHL01,2016-11-19 15:04:00,388,387,1.0025839793281655,15,5,1,0,city_center,0.8,1.0,10.3,13.75,9.62,13.74,11.28,14.81
BHMBCCTHL01,2016-11-19 15:31:00,388,387,1.0025839793281655,15,5,1,0,city_center,1.0,1.0,10.3,13.75,12.02,13.67,11.28,14.81
BHMBCCTHL01,2016-11-19 16:04:00,395,387,1.020671834625323,16,5,1,0,city_center,1.0,1.5,10.31,,18.25,13.87,11.31,14.87
BHMBCCTHL01,2016-11-19 16:31:00,402,387,1.0387596899224807,16,5,1,0,city_center,1.0,1.0,10.31,13.86,12.32,13.86,11.32,14.92
BHMBCCTHL01,2016-11-20 08:01:00,113,387,0.29198966408268734,8,6,1,1,city_center,1.0,1.5,10.09,12.32,16.27,12.58,9.59,9.53
BHMBCCTHL01,2016-11-20 08:27:00,117,387,0.3023255813953488,8,6,1,1,city_center,1.0,1.0,10.09,12.89,10.88,12.76,9.61,10.77
BHMBCCTHL01,2016-11-20 09:01:00,124,387,0.32041343669250644,9,6,1,1,city_center,1.0,1.0,10.1,12.61,10.93,12.5,9.65,10.83
BHMBCCTHL01,2016-11-20 09:27:00,157,387,0.40568475452196384,9,6,1,1,city_center,0.8,1.0,10.12,12.88,9.0,12.85,9.82,11.1
BHMBCCTHL01,2016-11-20 10:01:00,211,387,0.5452196382428941,10,6,1,1,city_center,1.0,1.0,10.16,13.51,11.95,13.45,10.1,11.54
BHMBCCTHL01,2016-11-20 10:27:00,248,387,0.6408268733850129,10,6,1,1,city_center,1.0,1.0,10.19,13.55,12.54,13.59,10.3,11.85
BHMBCCTHL01,2016-11-20 11:01:00,327,387,0.8449612403100775,11,6,1,1,city_center,0.8,1.0,10.25,,11.29,14.62,10.74,14.3
BHMBCCTHL01,2016-11-20 11:27:00,367,387,0.9483204134366925,11,6,1,1,city_center,1.0,1.0,10.28,15.18,15.08,15.06,10.97,14.63
BHMBCCTHL01,2016-11-20 12:01:00,402,387,1.0387596899224807,12,6,1,1,city_center,1.0,1.0,10.31,15.66,16.01,15.62,11.17,14.92
BHMBCCTHL01,2016-11-20 12:34:00,402,387,1.0387596899224807,12,6,1,1,city_center,1.0,1.0,10.31,15.66,16.01,15.62,11.19,14.92
BHMBCCTHL01,2016-11-20 13:07:00,402,387,1.0387596899224807,13,6,1,1,city_center,1.2,1.0,10.31,15.46,19.21,15.46,11.22,14.92
BHMBCCTHL01,2016-11-20 13:27:00,402,387,1.0387596899224807,13,6,1,1,city_center,1.2,1.0,10.31,15.46,19.21,15.46,11.23,14.92
BHMBCCTHL01,2016-11-20 14:01:00,402,387,1.0387596899224807,14,6,1,1,city_center,1.0,1.0,10.31,,16.01,15.43,11.25,14.92
BHMBCCTHL01,2016-11-20 14:27:00,402,387,1.0387596899224807,14,6,1,1,city_center,1.0,1.0,10.31,,16.01,15.43,11.25,14.92
BHMBCCTHL01,2016-11-20 15:01:00,402,387,1.0387596899224807,15,6,1,0,city_center,1.0,1.0,10.31,14.86,12.32,15.14,11.24,14.92
BHMBCCTHL01,2016-11-20 15:27:00,401,387,1.0361757105943152,15,6,1,0,city_center,1.0,1.0,10.31,15.05,12.29,14.99,11.23,14.92
BHMBCCTHL01,2016-11-20 16:01:00,399,387,1.0310077519379846,16,6,1,0,city_center,0.8,1.0,10.31,,9.8,14.83,11.19,14.9
BHMBCCTHL01,2016-11-20 16:31:00,387,387,1.0,16,6,1,0,city_center,1.0,1.0,10.3,14.54,12.0,14.69,11.1,14.8
BHMBCCTHL01,2016-11-21 08:04:00,153,387,0.3953488372093023,8,0,0,1,city_center,1.2,1.0,10.12,,16.82,11.92,9.8,11.07
BHMBCCTHL01,2016-11-21 08:31:00,166,387,0.4289405684754522,8,0,0,1,city_center,1.0,1.0,10.13,11.68,14.2,11.81,9.88,11.17
BHMBCCTHL01,2016-11-21 09:04:00,192,387,0.49612403100775193,9,0,0,1,city_center,1.0,1.5,10.15,12.16,21.9,12.17,10.01,11.39
BHMBCCTHL01,2016-11-21 09:31:00,215,387,0.5555555555555556,9,0,0,1,city_center,1.0,1.0,10.17,12.35,15.01,12.54,10.14,11.58
BHMBCCTHL01,2016-11-21 10:04:00,250,387,0.6459948320413437,10,0,0,1,city_center,0.8,2.0,10.19,13.36,25.14,13.18,10.33,11.87
BHMBCCTHL01,2016-11-21 10:31:00,265,387,0.6847545219638242,10,0,0,1,city_center,1.0,1.0,10.21,,16.05,12.9,10.42,11.99
BHMBCCTHL01,2016-11-21 11:04:00,297,387,0.7674418604651163,11,0,0,1,city_center,1.0,2.0,10.23,,33.66,13.2,10.59,13.46
BHMBCCTHL01,2016-11-21 11:30:00,325,387,0.8397932816537468,11,0,0,1,city_center,0.8,1.0,10.25,,14.07,13.56,10.74,14.29
BHMBCCTHL01,2016-11-21 11:57:00,340,387,0.8785529715762274,11,0,0,1,city_center,0.8,1.0,10.26,,14.41,13.74,10.82,14.41
BHMBCCTHL01,2016-11-21 12:31:00,348,387,0.8992248062015504,12,0,0,1,city_center,1.2,1.0,10.27,14.16,21.91,14.13,10.87,14.48
BHMBCCTHL01,2016-11-21 12:57:00,364,387,0.9405684754521964,12,0,0,1,city_center,1.0,1.0,10.28,14.22,18.75,14.12,10.97,14.61
BHMBCCTHL01,2016-11-21 13:31:00,354,387,0.9147286821705426,13,0,0,1,city_center,1.0,1.5,10.27,14.4,27.66,14.11,10.92,14.53
BHMBCCTHL01,2016-11-21 14:04:00,359,387,0.9276485788113695,14,0,0,1,city_center,1.0,1.0,10.28,,18.59,13.77,10.93,14.57
BHMBCCTHL01,2016-11-21 14:31:00,360,387,0.9302325581395349,14,0,0,1,city_center,1.2,2.0,10.28,,44.7,13.85,10.93,14.58
BHMBCCTHL01,2016-11-21 14:57:00,346,387,0.8940568475452196,14,0,0,1,city_center,1.0,1.0,10.27,,18.2,13.71,10.85,14.46
BHMBCCTHL01,2016-11-21 15:31:00,322,387,0.8320413436692506,15,0,0,0,city_center,1.0,1.0,10.25,13.21,13.46,13.32,10.72,14.26
BHMBCCTHL01,2016-11-21 15:57:00,313,387,0.8087855297157622,15,0,0,0,city_center,1.2,1.0,10.24,,15.92,13.32,10.67,14.19
BHMBCCTHL01,2016-11-21 16:31:00,288,387,0.7441860465116279,16,0,0,0,city_center,1.2,2.0,10.22,12.94,30.65,13.05,10.53,13.38
BHMBCCTHL01,2016-11-22 07:57:00,201,387,0.5193798449612403,7,1,0,0,city_center,0.8,1.0,10.16,12.23,9.08,12.24,10.05,11.46
BHMBCCTHL01,2016-11-22 08:31:00,226,387,0.5839793281653747,8,1,0,1,city_center,1.2,1.0,10.18,12.44,18.26,12.54,10.19,11.67
BHMBCCTHL01,2016-11-22 09:04:00,265,387,0.6847545219638242,9,1,0,1,city_center,1.0,1.0,10.21,12.75,16.05,12.8,10.39,11.99
BHMBCCTHL01,2016-11-22 09:31:00,291,387,0.751937984496124,9,1,0,1,city_center,1.0,1.0,10.23,13.23,16.68,13.2,10.54,13.41
BHMBCCTHL01,2016-11-22 10:04:00,330,387,0.8527131782945736,10,1,0,1,city_center,0.8,1.5,10.26,14.01,21.27,13.87,10.77,14.33
BHMBCCTHL01,2016-11-22 10:31:00,362,387,0.9354005167958657,10,1,0,1,city_center,0.8,1.0,10.28,,14.95,13.66,10.96,14.59
BHMBCCTHL01,2016-11-22 11:04:00,387,387,1.0,11,1,0,1,city_center,1.0,1.0,10.3,,19.5,13.77,11.11,14.8
BHMBCCTHL01,2016-11-22 11:31:00,390,387,1.0077519379844961,11,1,0,1,city_center,1.0,1.0,10.3,,19.6,14.27,11.14,14.82
BHMBCCTHL01,2016-11-22 12:04:00,389,387,1.0051679586563307,12,1,0,1,city_center,1.0,1.0,10.3,14.15,19.57,14.24,11.14,14.82
BHMBCCTHL01,2016-11-22 12:31:00,381,387,0.9844961240310077,12,1,0,1,city_center,1.0,1.0,10.3,13.89,19.3,13.86,11.1,14.75
BHMBCCTHL01,2016-11-22 12:57:00,390,387,1.0077519379844961,12,1,0,1,city_center,1.0,1.0,10.3,14.43,19.6,14.27,11.15,14.82
BHMBCCTHL01,2016-11-22 13:31:00,388,387,1.0025839793281655,13,1,0,1,city_center,0.8,1.0,10.3,14.21,15.63,14.12,11.14,14.81
BHMBCCTHL01,2016-11-22 13:57:00,399,387,1.0310077519379846,13,1,0,1,city_center,1.0,1.0,10.31,,19.91,14.0,11.19,14.9
BHMBCCTHL01,2016-11-22 14:31:00,388,387,1.0025839793281655,14,1,0,1,city_center,0.8,1.0,10.3,13.75,15.63,13.8,11.13,14.81
BHMBCCTHL01,2016-11-22 14:57:00,386,387,0.9974160206718347,14,1,0,1,city_center,1.0,1.0,10.3,,19.47,13.7,11.09,14.79
BHMBCCTHL01,2016-11-22 15:31:00,379,387,0.979328165374677,15,1,0,0,city_center,1.0,2.0,10.29,,29.59,13.59,11.05,14.73
BHMBCCTHL01,2016-11-22 15:57:00,368,387,0.9509043927648578,15,1,0,0,city_center,1.2,2.0,10.29,,34.85,13.65,10.98,14.64
BHMBCCTHL01,2016-11-22 16:30:00,335,387,0.8656330749354005,16,1,0,0,city_center,0.8,1.0,10.26,,11.0,13.5,10.8,14.37
BHMBCCTHL01,2016-11-23 08:04:00,224,387,0.5788113695090439,8,2,0,1,city_center,0.8,1.0,10.17,,12.14,12.72,10.17,11.65
BHMBCCTHL01,2016-11-23 08:30:00,253,387,0.6537467700258398,8,2,0,1,city_center,1.0,1.0,10.2,12.65,15.78,12.66,10.33,11.89
BHMBCCTHL01,2016-11-23 08:57:00,286,387,0.7390180878552972,8,2,0,1,city_center,1.0,1.0,10.22,13.12,16.55,13.09,10.5,13.36
BHMBCCTHL01,2016-11-23 09:31:00,334,387,0.8630490956072352,9,2,0,1,city_center,1.0,1.0,10.26,,17.84,13.54,10.75,14.36
BHMBCCTHL01,2016-11-23 10:04:00,375,387,0.9689922480620154,10,2,0,1,city_center,1.2,1.0,10.29,13.84,22.92,13.76,10.98,14.7
BHMBCCTHL01,2016-11-23 10:31:00,398,387,1.028423772609819,10,2,0,1,city_center,1.0,1.0,10.31,,19.87,14.22,11.11,14.89
BHMBCCTHL01,2016-11-23 11:04:00,395,387,1.020671834625323,11,2,0,1,city_center,1.0,1.0,10.31,13.74,19.77,14.2,11.12,14.87
BHMBCCTHL01,2016-11-23 11:31:00,396,387,1.0232558139534884,11,2,0,1,city_center,1.0,1.5,10.31,,29.71,14.2,11.13,14.87
BHMBCCTHL01,2016-11-23 11:57:00,390,387,1.0077519379844961,11,2,0,1,city_center,1.0,1.0,10.3,,19.6,14.23,11.11,14.82
BHMBCCTHL01,2016-11-23 12:31:00,395,387,1.020671834625323,12,2,0,1,city_center,1.0,1.0,10.31,,19.77,14.16,11.14,14.87
BHMBCCTHL01,2016-11-23 13:04:00,399,387,1.0310077519379846,13,2,0,1,city_center,0.8,1.0,10.31,14.03,15.93,14.01,11.17,14.9
BHMBCCTHL01,2016-11-23 13:31:00,402,387,1.0387596899224807,13,2,0,1,city_center,1.0,1.0,10.31,13.79,20.01,13.88,11.18,14.92
BHMBCCTHL01,2016-11-23 13:57:00,402,387,1.0387596899224807,13,2,0,1,city_center,0.8,1.0,10.31,,16.01,13.91,11.18,14.92
BHMBCCTHL01,2016-11-23 14:30:00,402,387,1.0387596899224807,14,2,0,1,city_center,0.8,1.0,10.31,,16.01,13.92,11.17,14.92
BHMBCCTHL01,2016-11-23 15:04:00,392,387,1.0129198966408268,15,2,0,0,city_center,1.2,1.0,10.3,,18.16,13.74,11.1,14.84
BHMBCCTHL01,2016-11-23 15:31:00,380,387,0.9819121447028424,15,2,0,0,city_center,0.8,1.0,10.29,14.41,11.86,14.11,11.03,14.74
BHMBCCTHL01,2016-11-23 16:04:00,357,387,0.9224806201550387,16,2,0,0,city_center,1.0,1.0,10.28,13.69,14.25,13.61,10.9,14.55
BHMBCCTHL01,2016-11-23 16:30:00,339,387,0.875968992248062,16,2,0,0,city_center,1.0,1.0,10.26,13.15,13.84,13.19,10.81,14.4
BHMBCCTHL01,2016-11-24 08:00:00,153,387,0.3953488372093023,8,3,0,1,city_center,1.0,1.5,10.12,11.85,21.02,11.82,9.81,11.07
BHMBCCTHL01,2016-11-24 08:27:00,166,387,0.4289405684754522,8,3,0,1,city_center,1.2,1.0,10.13,11.75,17.04,11.83,9.88,11.17
BHMBCCTHL01,2016-11-24 09:00:00,199,387,0.5142118863049095,9,3,0,1,city_center,0.8,1.0,10.15,11.95,11.77,12.12,10.06,11.45
BHMBCCTHL01,2016-11-24 09:34:00,239,387,0.6175710594315246,9,3,0,1,city_center,1.0,1.0,10.19,12.54,15.48,12.62,10.28,11.78
BHMBCCTHL01,2016-11-24 10:01:00,273,387,0.7054263565891473,10,3,0,1,city_center,1.2,1.0,10.21,,19.48,13.0,10.47,13.26
BHMBCCTHL01,2016-11-24 10:27:00,296,387,0.7648578811369509,10,3,0,1,city_center,1.0,1.5,10.23,,25.2,13.31,10.6,13.45
BHMBCCTHL01,2016-11-24 11:00:00,334,387,0.8630490956072352,11,3,0,1,city_center,1.2,1.0,10.26,,21.41,13.52,10.82,14.36
BHMBCCTHL01,2016-11-24 11:27:00,353,387,0.9121447028423773,11,3,0,1,city_center,0.8,1.0,10.27,,14.73,13.65,10.93,14.52
BHMBCCTHL01,2016-11-24 12:00:00,380,387,0.9819121447028424,12,3,0,1,city_center,1.0,1.0,10.29,13.81,19.27,13.87,11.07,14.74
BHMBCCTHL01,2016-11-24 12:30:00,398,387,1.028423772609819,12,3,0,1,city_center,1.0,1.0,10.31,14.03,19.87,14.08,11.18,14.89
BHMBCCTHL01,2016-11-24 13:04:00,400,387,1.0335917312661498,13,3,0,1,city_center,1.0,1.5,10.31,13.78,29.92,13.87,11.2,14.91
BHMBCCTHL01,2016-11-24 13:30:00,400,387,1.0335917312661498,13,3,0,1,city_center,1.2,1.0,10.31,13.78,23.93,14.11,11.19,14.91
BHMBCCTHL01,2016-11-24 13:57:00,397,387,1.0258397932816536,13,3,0,1,city_center,1.0,1.0,10.31,14.22,19.84,14.13,11.17,14.88
BHMBCCTHL01,2016-11-24 14:30:00,396,387,1.0232558139534884,14,3,0,1,city_center,1.0,1.5,10.31,,29.71,13.95,11.16,14.87
BHMBCCTHL01,2016-11-24 14:57:00,389,387,1.0051679586563307,14,3,0,1,city_center,0.8,1.0,10.3,,15.65,13.85,11.11,14.82
BHMBCCTHL01,2016-11-24 15:31:00,369,387,0.9534883720930233,15,3,0,0,city_center,1.0,1.0,10.29,,14.55,13.67,10.99,14.65
BHMBCCTHL01,2016-11-24 15:57:00,357,387,0.9224806201550387,15,3,0,0,city_center,1.0,1.0,10.28,13.49,14.25,13.51,10.93,14.55
BHMBCCTHL01,2016-11-24 16:31:00,339,387,0.875968992248062,16,3,0,0,city_center,1.2,1.0,10.26,13.35,16.6,13.23,10.83,14.4
BHMBCCTHL01,2016-11-25 08:00:00,155,387,0.4005167958656331,8,4,0,1,city_center,1.0,1.0,10.12,12.4,14.04,12.15,9.82,11.08
BHMBCCTHL01,2016-11-25 08:00:00,155,387,0.4005167958656331,8,4,0,1,city_center,1.0,1.0,10.12,11.66,14.04,12.15,9.82,11.08
BHMBCCTHL01,2016-11-25 09:00:00,205,387,0.5297157622739018,9,4,0,1,city_center,0.8,1.0,10.16,12.53,11.86,12.4,10.09,11.5
BHMBCCTHL01,2016-11-25 09:27:00,244,387,0.6304909560723514,9,4,0,1,city_center,0.8,1.5,10.19,12.32,18.7,12.45,10.32,11.82
BHMBCCTHL01,2016-11-25 10:00:00,299,387,0.772609819121447,10,4,0,1,city_center,1.0,1.0,10.23,13.23,16.88,13.24,10.67,13.47
BHMBCCTHL01,2016-11-25 10:27:00,343,387,0.8863049095607235,10,4,0,1,city_center,1.0,1.0,10.27,13.58,18.11,13.56,10.93,14.44
BHMBCCTHL01,2016-11-25 11:00:00,379,387,0.979328165374677,11,4,0,1,city_center,1.2,1.0,10.29,,23.08,13.86,11.14,14.73
BHMBCCTHL01,2016-11-25 11:27:00,397,387,1.0258397932816536,11,4,0,1,city_center,1.0,1.5,10.31,,29.76,14.24,11.26,14.88
BHMBCCTHL01,2016-11-25 12:00:00,401,387,1.0361757105943152,12,4,0,1,city_center,1.0,1.0,10.31,14.25,19.98,14.25,11.29,14.92
BHMBCCTHL01,2016-11-25 12:34:00,401,387,1.0361757105943152,12,4,0,1,city_center,0.8,1.5,10.31,14.25,23.97,14.26,11.29,14.92
BHMBCCTHL01,2016-11-25 13:00:00,402,387,1.0387596899224807,13,4,0,1,city_center,1.2,1.0,10.31,14.33,24.02,14.21,11.3,14.92
BHMBCCTHL01,2016-11-25 13:27:00,402,387,1.0387596899224807,13,4,0,1,city_center,1.0,1.5,10.31,14.06,30.02,14.03,11.3,14.92
BHMBCCTHL01,2016-11-25 14:00:00,401,387,1.0361757105943152,14,4,0,1,city_center,0.8,1.0,10.31,,15.98,13.96,11.28,14.92
BHMBCCTHL01,2016-11-25 14:34:00,394,387,1.0180878552971577,14,4,0,1,city_center,1.0,1.0,10.31,,19.74,13.93,11.23,14.86
BHMBCCTHL01,2016-11-25 15:00:00,389,387,1.0051679586563307,15,4,0,0,city_center,1.0,1.0,10.3,13.55,15.05,13.7,11.21,14.82
BHMBCCTHL01,2016-11-25 15:27:00,368,387,0.9509043927648578,15,4,0,0,city_center,0.8,1.0,10.29,13.58,11.62,13.6,11.09,14.64
BHMBCCTHL01,2016-11-25 16:00:00,352,387,0.9095607235142119,16,4,0,0,city_center,1.0,1.0,10.27,13.25,14.14,13.36,10.97,14.51
BHMBCCTHL01,2016-11-25 16:27:00,342,387,0.8837209302325582,16,4,0,0,city_center,1.0,1.0,10.27,13.37,13.9,13.32,10.91,14.43
BHMBCCTHL01,2016-11-26 08:01:00,122,387,0.3152454780361757,8,5,1,1,city_center,0.8,1.0,10.09,11.4,8.73,11.44,9.65,10.81
BHMBCCTHL01,2016-11-26 08:28:00,147,387,0.3798449612403101,8,5,1,1,city_center,1.2,1.5,10.11,11.53,20.07,11.6,9.78,11.02
BHMBCCTHL01,2016-11-26 09:01:00,189,387,0.4883720930232558,9,5,1,1,city_center,1.2,1.0,10.15,11.94,13.97,12.11,10.01,11.36
BHMBCCTHL01,2016-11-26 09:35:00,244,387,0.6304909560723514,9,5,1,1,city_center,1.0,1.0,10.19,12.58,12.47,12.55,10.32,11.82
BHMBCCTHL01,2016-11-26 10:01:00,298,387,0.7700258397932817,10,5,1,1,city_center,1.0,1.0,10.23,,13.48,13.28,10.62,13.46
BHMBCCTHL01,2016-11-26 10:35:00,359,387,0.9276485788113695,10,5,1,1,city_center,1.0,1.0,10.28,,14.87,13.64,10.96,14.57
BHMBCCTHL01,2016-11-26 11:01:00,395,387,1.020671834625323,11,5,1,1,city_center,1.0,1.5,10.31,,23.73,14.27,11.18,14.87
BHMBCCTHL01,2016-11-26 11:28:00,401,387,1.0361757105943152,11,5,1,1,city_center,1.0,1.0,10.31,,15.98,14.28,11.24,14.92
BHMBCCTHL01,2016-11-26 12:01:00,401,387,1.0361757105943152,12,5,1,1,city_center,0.8,1.0,10.31,14.25,12.79,14.24,11.28,14.92
BHMBCCTHL01,2016-11-26 12:28:00,401,387,1.0361757105943152,12,5,1,1,city_center,1.0,1.0,10.31,14.25,15.98,14.24,11.32,14.92
BHMBCCTHL01,2016-11-26 13:01:00,402,387,1.0387596899224807,13,5,1,1,city_center,1.2,2.0,10.31,14.59,38.43,14.53,11.35,14.92
BHMBCCTHL01,2016-11-26 13:28:00,402,387,1.0387596899224807,13,5,1,1,city_center,1.0,1.5,10.31,14.06,24.02,14.01,11.37,14.92
BHMBCCTHL01,2016-11-26 14:01:00,402,387,1.0387596899224807,14,5,1,1,city_center,0.8,1.0,10.31,13.86,12.81,13.88,11.4,14.92
BHMBCCTHL01,2016-11-26 14:41:00,399,387,1.0310077519379846,14,5,1,1,city_center,1.0,1.0,10.31,,15.93,13.86,11.39,14.9
BHMBCCTHL01,2016-11-26 15:01:00,401,387,1.0361757105943152,15,5,1,0,city_center,1.0,1.0,10.31,,12.29,13.86,11.39,14.92
BHMBCCTHL01,2016-11-26 15:28:00,398,387,1.028423772609819,15,5,1,0,city_center,1.0,1.0,10.31,,12.23,13.85,11.38,14.89
BHMBCCTHL01,2016-11-26 16:01:00,402,387,1.0387596899224807,16,5,1,0,city_center,0.8,1.0,10.31,13.86,9.85,13.86,11.39,14.92
BHMBCCTHL01,2016-11-26 16:28:00,400,387,1.0335917312661498,16,5,1,0,city_center,1.0,1.0,10.31,13.84,12.27,13.85,11.35,14.91
BHMBCCTHL01,2016-11-27 08:02:00,145,387,0.37467700258397935,8,6,1,1,city_center,1.0,1.0,10.11,12.58,11.13,12.74,9.76,11.0
BHMBCCTHL01,2016-11-27 08:32:00,146,387,0.3772609819121447,8,6,1,1,city_center,1.0,1.0,10.11,12.79,11.14,12.75,9.76,11.01
BHMBCCTHL01,2016-11-27 09:02:00,150,387,0.3875968992248062,9,6,1,1,city_center,1.0,1.0,10.12,12.56,11.18,12.64,9.78,11.04
BHMBCCTHL01,2016-11-27 09:32:00,174,387,0.4496124031007752,9,6,1,1,city_center,1.2,1.0,10.13,13.02,13.74,13.0,9.91,11.24
BHMBCCTHL01,2016-11-27 10:01:00,207,387,0.5348837209302325,10,6,1,1,city_center,1.2,1.0,10.16,13.48,14.27,13.51,10.09,11.51
BHMBCCTHL01,2016-11-27 10:32:00,266,387,0.6873385012919897,10,6,1,1,city_center,1.2,1.0,10.21,,15.43,14.04,10.41,12.0
BHMBCCTHL01,2016-11-27 11:01:00,345,387,0.8914728682170543,11,6,1,1,city_center,1.0,1.0,10.27,15.33,14.53,15.14,10.84,14.45
BHMBCCTHL01,2016-11-27 11:31:00,391,387,1.0103359173126616,11,6,1,1,city_center,1.0,1.0,10.3,,15.71,15.16,11.11,14.83
BHMBCCTHL01,2016-11-27 12:01:00,402,387,1.0387596899224807,12,6,1,1,city_center,1.2,1.5,10.31,15.39,28.82,15.45,11.18,14.92
BHMBCCTHL01,2016-11-27 12:32:00,403,387,1.041343669250646,12,6,1,1,city_center,1.0,1.0,10.31,15.93,16.04,15.84,11.22,14.93
BHMBCCTHL01,2016-11-27 13:08:00,401,387,1.0361757105943152,13,6,1,1,city_center,0.8,1.0,10.31,15.25,12.79,15.21,11.22,14.92
BHMBCCTHL01,2016-11-27 13:32:00,401,387,1.0361757105943152,13,6,1,1,city_center,0.8,1.5,10.31,15.18,19.18,15.2,11.24,14.92
BHMBCCTHL01,2016-11-27 14:02:00,402,387,1.0387596899224807,14,6,1,1,city_center,1.0,1.0,10.31,,16.01,15.43,11.25,14.92
BHMBCCTHL01,2016-11-27 14:31:00,402,387,1.0387596899224807,14,6,1,1,city_center,1.2,2.0,10.31,,38.43,15.35,11.25,14.92
